,piece,moves,last_square,captured,captures,move_nums,game_id,mean_elo,Checkmate,Termination
1,♘-b1,"[18, 35, 52]",52,True,[],"[10, 28, 38]",7rzcutsf,1307.0,False,Normal
0,♖-a1,[7],7,False,[],[62],7rzcutsf,1307.0,False,Normal
63,♜-h8,"[61, 59]",59,True,['♖-h1'],[45],9opx3qh7,1475.0,False,Normal
62,♞-g8,[45],45,True,[],[7],9opx3qh7,1475.0,False,Normal
61,♝-f8,"[43, 36, 15, 36, 18]",18,True,"['♙-d2', '♙-h2', '♘-b1']","[5, 21, 27, 29, 31]",9opx3qh7,1475.0,False,Normal
60,♚-e8,"[62, 54, 62, 54]",54,False,[],"[9, 63, 71, 73]",9opx3qh7,1475.0,False,Normal
59,♛-d8,"[43, 44, 52, 59, 27, 34, 2, 16, 25, 31, 45, 18, 10]",10,False,"['♖-a1', '♙-c2', '♙-a2', '♙-b2']","[25, 33, 41, 47, 49, 51, 67, 69, 75, 77, 81, 83, 87]",9opx3qh7,1475.0,False,Normal
58,♝-c8,"[51, 44, 37, 46, 28, 46]",46,False,"['♙-e2', '♗-f1']","[35, 43, 55, 57, 59, 61]",9opx3qh7,1475.0,False,Normal
57,♞-b8,"[42, 36, 21]",21,True,['♘-g1'],"[11, 17, 19]",9opx3qh7,1475.0,False,Normal
56,♜-a8,[59],59,True,[],[37],9opx3qh7,1475.0,False,Normal
55,♟-h7,[47],47,True,[],[15],9opx3qh7,1475.0,False,Normal
54,♟-g7,"[45, 37]",37,True,['♗-c1'],"[39, 53]",9opx3qh7,1475.0,False,Normal
53,♟-f7,[],53,False,[],[],9opx3qh7,1475.0,False,Normal
52,♟-e7,[36],36,True,[],[1],9opx3qh7,1475.0,False,Normal
51,♟-d7,[43],43,True,[],[3],9opx3qh7,1475.0,False,Normal
50,♟-c7,[42],42,True,[],[23],9opx3qh7,1475.0,False,Normal
49,♟-b7,"[33, 25, 17, 9]",9,False,[],"[65, 79, 85, 89]",9opx3qh7,1475.0,False,Normal
48,♟-a7,[40],40,True,[],[13],9opx3qh7,1475.0,False,Normal
15,♙-h2,[],15,True,[],[],9opx3qh7,1475.0,False,Normal
14,♙-g2,[],14,False,[],[],9opx3qh7,1475.0,False,Normal
13,♙-f2,[21],21,False,[],[84],9opx3qh7,1475.0,False,Normal
12,♙-e2,"[20, 28, 37]",37,True,['♟-g7'],"[12, 30, 54]",9opx3qh7,1475.0,False,Normal
11,♙-d2,"[27, 36, 43]",43,True,"['♟-e7', '♟-d7']","[0, 2, 4]",9opx3qh7,1475.0,False,Normal
10,♙-c2,"[26, 34]",34,True,[],"[48, 50]",9opx3qh7,1475.0,False,Normal
9,♙-b2,[25],25,True,[],[66],9opx3qh7,1475.0,False,Normal
8,♙-a2,[16],16,True,[],[10],9opx3qh7,1475.0,False,Normal
7,♖-h1,"[5, 3, 19, 43, 59]",59,True,['♜-a8'],"[26, 34, 40, 44]",9opx3qh7,1475.0,False,Normal
6,♘-g1,[21],21,True,[],[6],9opx3qh7,1475.0,False,Normal
5,♗-f1,"[12, 21, 28]",28,True,['♞-b8'],"[14, 20, 58]",9opx3qh7,1475.0,False,Normal
4,♔-e1,"[6, 7, 15, 6, 15]",15,False,[],"[16, 28, 68, 78, 88]",9opx3qh7,1475.0,False,Normal
3,♕-d1,"[12, 11, 47, 31, 59, 50, 36, 60, 42, 40, 0, 24, 16]",16,False,"['♟-h7', '♟-c7', '♟-a7']","[24, 52, 56, 60, 62, 64, 70, 72, 74, 76, 80, 82, 86]",9opx3qh7,1475.0,False,Normal
2,♗-c1,"[11, 18, 45]",45,True,"['♝-f8', '♞-g8']","[18, 32, 38]",9opx3qh7,1475.0,False,Normal
1,♘-b1,[18],18,True,[],[8],9opx3qh7,1475.0,False,Normal
0,♖-a1,"[2, 3, 11, 59]",59,True,['♜-h8'],"[22, 36, 42, 46]",9opx3qh7,1475.0,False,Normal
63,♜-h8,"[61, 53, 52, 4]",4,False,['♗-c1'],"[49, 57, 69]",1hi3aveq,1594.0,♜-a8,Normal
62,♞-g8,"[45, 28, 11]",11,True,"['♙-e2', '♘-b1']","[7, 9, 15]",1hi3aveq,1594.0,♜-a8,Normal
61,♝-f8,[47],47,True,[],[39],1hi3aveq,1594.0,♜-a8,Normal
60,♚-e8,"[62, 55]",55,False,[],"[41, 51]",1hi3aveq,1594.0,♜-a8,Normal
59,♛-d8,"[32, 16, 9, 2]",2,True,['♕-d1'],"[13, 19, 25, 29]",1hi3aveq,1594.0,♜-a8,Normal
58,♝-c8,"[37, 10, 24, 10, 19, 28]",28,False,[],"[11, 27, 31, 59, 61, 71]",1hi3aveq,1594.0,♜-a8,Normal
57,♞-b8,"[51, 41, 26]",26,True,[],"[17, 33, 35]",1hi3aveq,1594.0,♜-a8,Normal
56,♜-a8,"[60, 44, 12, 10, 2, 10]",10,False,"['♘-g1', '♖-a1']","[43, 47, 55, 63, 65, 73]",1hi3aveq,1594.0,♜-a8,Normal
55,♟-h7,"[39, 31]",31,False,[],"[21, 67]",1hi3aveq,1594.0,♜-a8,Normal
54,♟-g7,"[46, 38]",38,False,[],"[1, 53]",1hi3aveq,1594.0,♜-a8,Normal
53,♟-f7,[45],45,True,[],[45],1hi3aveq,1594.0,♜-a8,Normal
52,♟-e7,[],52,True,[],[],1hi3aveq,1594.0,♜-a8,Normal
51,♟-d7,"[43, 35, 26]",26,False,['♗-f1'],"[3, 23, 37]",1hi3aveq,1594.0,♜-a8,Normal
50,♟-c7,[42],42,True,[],[5],1hi3aveq,1594.0,♜-a8,Normal
49,♟-b7,[],49,True,[],[],1hi3aveq,1594.0,♜-a8,Normal
48,♟-a7,[],48,False,[],[],1hi3aveq,1594.0,♜-a8,Normal
15,♙-h2,[23],23,False,[],[6],1hi3aveq,1594.0,♜-a8,Normal
14,♙-g2,[30],30,False,[],[68],1hi3aveq,1594.0,♜-a8,Normal
13,♙-f2,[21],21,False,[],[72],1hi3aveq,1594.0,♜-a8,Normal
12,♙-e2,[28],28,True,[],[0],1hi3aveq,1594.0,♜-a8,Normal
11,♙-d2,[27],27,False,[],[2],1hi3aveq,1594.0,♜-a8,Normal
10,♙-c2,[18],18,False,[],[14],1hi3aveq,1594.0,♜-a8,Normal
9,♙-b2,[25],25,False,[],[18],1hi3aveq,1594.0,♜-a8,Normal
8,♙-a2,[],8,False,[],[],1hi3aveq,1594.0,♜-a8,Normal
7,♖-h1,"[5, 4, 52, 49, 57, 58, 42, 45]",45,False,"['♟-e7', '♟-b7', '♟-c7', '♟-f7']","[40, 42, 44, 50, 60, 62, 66]",1hi3aveq,1594.0,♜-a8,Normal
6,♘-g1,"[21, 38, 44]",44,True,[],"[4, 20, 46]",1hi3aveq,1594.0,♜-a8,Normal
5,♗-f1,"[19, 26]",26,True,['♞-b8'],"[32, 36]",1hi3aveq,1594.0,♜-a8,Normal
4,♔-e1,"[6, 5, 6, 14]",14,False,[],"[34, 58, 64, 70]",1hi3aveq,1594.0,♜-a8,Normal
3,♕-d1,"[12, 26, 12, 3, 2]",2,True,[],"[10, 22, 24, 26, 28]",1hi3aveq,1594.0,♜-a8,Normal
2,♗-c1,"[38, 11, 29, 47, 29, 11, 4]",4,True,"['♞-g8', '♝-f8']","[8, 16, 38, 48, 52, 54, 56]",1hi3aveq,1594.0,♜-a8,Normal
1,♘-b1,[11],11,True,[],[12],1hi3aveq,1594.0,♜-a8,Normal
0,♖-a1,[2],2,True,['♛-d8'],[30],1hi3aveq,1594.0,♜-a8,Normal
63,♜-h8,"[61, 56, 61, 37, 36, 12, 10, 15]",15,False,"['♙-e2', '♙-c2']","[45, 71, 73, 75, 85, 87, 91]",n5crd00d,1856.0,False,Normal
62,♞-g8,[45],45,True,[],[5],n5crd00d,1856.0,False,Normal
61,♝-f8,"[52, 45, 52, 25, 18]",18,True,"['♗-c1', '♕-d1']","[7, 9, 11, 27, 33]",n5crd00d,1856.0,False,Normal
60,♚-e8,"[62, 53, 52, 51, 43, 34]",34,False,[],"[13, 53, 55, 59, 77, 83]",n5crd00d,1856.0,False,Normal
59,♛-d8,"[41, 25, 9, 18]",18,True,"['♙-b2', '♘-b1']","[19, 21, 23, 31]",n5crd00d,1856.0,False,Normal
58,♝-c8,"[51, 60, 46, 37, 30]",30,True,['♙-f2'],"[41, 57, 63, 65, 69]",n5crd00d,1856.0,False,Normal
57,♞-b8,[42],42,True,[],[37],n5crd00d,1856.0,False,Normal
56,♜-a8,[40],40,False,[],[43],n5crd00d,1856.0,False,Normal
55,♟-h7,"[39, 30]",30,False,['♖-h1'],"[49, 89]",n5crd00d,1856.0,False,Normal
54,♟-g7,"[38, 30]",30,True,[],"[47, 67]",n5crd00d,1856.0,False,Normal
53,♟-f7,"[37, 29, 22]",22,True,['♙-g2'],"[15, 51, 61]",n5crd00d,1856.0,False,Normal
52,♟-e7,[44],44,False,[],[1],n5crd00d,1856.0,False,Normal
51,♟-d7,[35],35,False,[],[3],n5crd00d,1856.0,False,Normal
50,♟-c7,"[34, 27]",27,True,['♙-d2'],"[17, 25]",n5crd00d,1856.0,False,Normal
49,♟-b7,"[42, 34, 26]",26,False,['♘-g1'],"[39, 79, 81]",n5crd00d,1856.0,False,Normal
48,♟-a7,"[40, 33]",33,True,['♗-f1'],"[29, 35]",n5crd00d,1856.0,False,Normal
15,♙-h2,"[23, 31, 39]",39,False,[],"[50, 66, 90]",n5crd00d,1856.0,False,Normal
14,♙-g2,[22],22,True,[],[60],n5crd00d,1856.0,False,Normal
13,♙-f2,"[21, 30]",30,True,['♟-g7'],"[52, 68]",n5crd00d,1856.0,False,Normal
12,♙-e2,"[28, 36]",36,True,[],"[0, 10]",n5crd00d,1856.0,False,Normal
11,♙-d2,[27],27,True,[],[2],n5crd00d,1856.0,False,Normal
10,♙-c2,[],10,True,[],[],n5crd00d,1856.0,False,Normal
9,♙-b2,[],9,True,[],[],n5crd00d,1856.0,False,Normal
8,♙-a2,"[24, 32]",32,False,[],"[42, 44]",n5crd00d,1856.0,False,Normal
7,♖-h1,"[1, 33, 34, 18, 22, 30]",30,True,"['♟-a7', '♝-c8']","[30, 36, 40, 78, 80, 88]",n5crd00d,1856.0,False,Normal
6,♘-g1,"[21, 27, 42]",42,True,"['♟-c7', '♞-b8']","[18, 26, 38]",n5crd00d,1856.0,False,Normal
5,♗-f1,"[19, 33]",33,True,[],"[14, 28]",n5crd00d,1856.0,False,Normal
4,♔-e1,"[11, 18, 27, 19, 12, 13, 22, 29, 38, 47, 54, 45, 52]",52,False,"['♝-f8', '♟-f7']","[24, 34, 46, 54, 56, 58, 62, 70, 72, 74, 82, 84, 86]",n5crd00d,1856.0,False,Normal
3,♕-d1,"[30, 22, 18]",18,True,['♛-d8'],"[12, 16, 32]",n5crd00d,1856.0,False,Normal
2,♗-c1,"[38, 45]",45,True,['♞-g8'],"[6, 8]",n5crd00d,1856.0,False,Normal
1,♘-b1,"[18, 24, 18]",18,True,[],"[4, 20, 22]",n5crd00d,1856.0,False,Normal
0,♖-a1,"[24, 8, 24, 16]",16,False,[],"[48, 64, 76, 92]",n5crd00d,1856.0,False,Normal
63,♜-h8,"[61, 37]",37,False,[],[43],iinnkv77,1734.0,False,Normal
62,♞-g8,"[52, 46]",46,True,['♘-g1'],"[13, 45]",iinnkv77,1734.0,False,Normal
61,♝-f8,"[34, 41, 48]",48,False,[],"[5, 9, 35]",iinnkv77,1734.0,False,Normal
60,♚-e8,[62],62,False,[],[15],iinnkv77,1734.0,False,Normal
59,♛-d8,"[45, 46, 60, 59, 35]",35,False,['♟-d7'],"[7, 23, 37, 39, 41]",iinnkv77,1734.0,False,Normal
58,♝-c8,[44],44,True,[],[29],iinnkv77,1734.0,False,Normal
57,♞-b8,"[42, 27]",27,True,[],"[3, 19]",iinnkv77,1734.0,False,Normal
56,♜-a8,"[57, 60]",60,True,[],"[33, 47]",iinnkv77,1734.0,False,Normal
55,♟-h7,[47],47,False,[],[11],iinnkv77,1734.0,False,Normal
54,♟-g7,[],54,False,[],[],iinnkv77,1734.0,False,Normal
53,♟-f7,[44],44,False,['♗-f1'],[31],iinnkv77,1734.0,False,Normal
52,♟-e7,"[36, 27]",27,False,['♗-c1'],"[1, 21]",iinnkv77,1734.0,False,Normal
51,♟-d7,[35],35,True,[],[25],iinnkv77,1734.0,False,Normal
50,♟-c7,[43],43,True,['♙-e2'],[27],iinnkv77,1734.0,False,Normal
49,♟-b7,[],49,False,[],[],iinnkv77,1734.0,False,Normal
48,♟-a7,[40],40,False,[],[17],iinnkv77,1734.0,False,Normal
15,♙-h2,[],15,False,[],[],iinnkv77,1734.0,False,Normal
14,♙-g2,[],14,False,[],[],iinnkv77,1734.0,False,Normal
13,♙-f2,[],13,False,[],[],iinnkv77,1734.0,False,Normal
12,♙-e2,"[28, 36, 43]",43,True,[],"[0, 22, 26]",iinnkv77,1734.0,False,Normal
11,♙-d2,[19],19,False,[],[10],iinnkv77,1734.0,False,Normal
10,♙-c2,[],10,False,[],[],iinnkv77,1734.0,False,Normal
9,♙-b2,[25],25,False,[],[8],iinnkv77,1734.0,False,Normal
8,♙-a2,[16],16,False,[],[6],iinnkv77,1734.0,False,Normal
7,♖-h1,"[5, 4]",4,False,[],[16],iinnkv77,1734.0,False,Normal
6,♘-g1,"[21, 36, 46]",46,True,[],"[2, 36, 44]",iinnkv77,1734.0,False,Normal
5,♗-f1,"[26, 17, 44]",44,True,['♝-c8'],"[4, 28, 30]",iinnkv77,1734.0,False,Normal
4,♔-e1,[6],6,False,[],[14],iinnkv77,1734.0,False,Normal
3,♕-d1,"[30, 46, 60]",60,False,"['♞-g8', '♜-a8']","[42, 46, 48]",iinnkv77,1734.0,False,Normal
2,♗-c1,"[20, 27]",27,True,['♞-b8'],"[18, 20]",iinnkv77,1734.0,False,Normal
1,♘-b1,"[18, 28, 43, 26, 43, 26]",26,False,['♟-c7'],"[12, 24, 32, 34, 38, 40]",iinnkv77,1734.0,False,Normal
0,♖-a1,[],0,False,[],[],iinnkv77,1734.0,False,Normal
63,♜-h8,"[61, 5]",5,True,['♖-a1'],"[45, 63]",z2ncoii6,1471.0,♕-d1,Normal
62,♞-g8,"[52, 46, 29, 46, 52, 46]",46,True,[],"[5, 13, 47, 49, 59, 61]",z2ncoii6,1471.0,♕-d1,Normal
61,♝-f8,"[52, 31, 45, 31, 59]",59,False,[],"[43, 51, 53, 55, 57]",z2ncoii6,1471.0,♕-d1,Normal
60,♚-e8,"[53, 62, 55, 47]",47,False,['♘-b1'],"[35, 37, 39, 67]",z2ncoii6,1471.0,♕-d1,Normal
59,♛-d8,[],59,True,[],[],z2ncoii6,1471.0,♕-d1,Normal
58,♝-c8,"[40, 26, 5, 14, 28]",28,True,"['♙-c2', '♖-h1', '♙-g2', '♙-e2']","[25, 27, 29, 31, 33]",z2ncoii6,1471.0,♕-d1,Normal
57,♞-b8,"[42, 27]",27,True,[],"[3, 17]",z2ncoii6,1471.0,♕-d1,Normal
56,♜-a8,[],56,True,[],[],z2ncoii6,1471.0,♕-d1,Normal
55,♟-h7,"[47, 39]",39,False,[],"[7, 65]",z2ncoii6,1471.0,♕-d1,Normal
54,♟-g7,[],54,True,[],[],z2ncoii6,1471.0,♕-d1,Normal
53,♟-f7,[],53,True,[],[],z2ncoii6,1471.0,♕-d1,Normal
52,♟-e7,"[36, 27]",27,True,['♘-g1'],"[1, 23]",z2ncoii6,1471.0,♕-d1,Normal
51,♟-d7,[35],35,True,[],[41],z2ncoii6,1471.0,♕-d1,Normal
50,♟-c7,[42],42,True,[],[19],z2ncoii6,1471.0,♕-d1,Normal
49,♟-b7,"[33, 25]",25,False,[],"[11, 15]",z2ncoii6,1471.0,♕-d1,Normal
48,♟-a7,"[40, 32]",32,False,[],"[9, 21]",z2ncoii6,1471.0,♕-d1,Normal
15,♙-h2,[],15,False,[],[],z2ncoii6,1471.0,♕-d1,Normal
14,♙-g2,[],14,True,[],[],z2ncoii6,1471.0,♕-d1,Normal
13,♙-f2,"[29, 37, 45, 54, 62]",62,False,['♟-g7'],"[56, 58, 60, 62, 66]",z2ncoii6,1471.0,♕-d1,Normal
12,♙-e2,[28],28,True,[],[0],z2ncoii6,1471.0,♕-d1,Normal
11,♙-d2,[19],19,False,[],[44],z2ncoii6,1471.0,♕-d1,Normal
10,♙-c2,[26],26,True,[],[14],z2ncoii6,1471.0,♕-d1,Normal
9,♙-b2,[],9,False,[],[],z2ncoii6,1471.0,♕-d1,Normal
8,♙-a2,[],8,False,[],[],z2ncoii6,1471.0,♕-d1,Normal
7,♖-h1,[5],5,True,[],[],z2ncoii6,1471.0,♕-d1,Normal
6,♘-g1,"[21, 27]",27,True,['♞-b8'],"[2, 22]",z2ncoii6,1471.0,♕-d1,Normal
5,♗-f1,"[33, 24, 17, 24, 17]",17,False,[],"[4, 10, 12, 16, 46]",z2ncoii6,1471.0,♕-d1,Normal
4,♔-e1,"[6, 5]",5,False,['♜-h8'],"[18, 64]",z2ncoii6,1471.0,♕-d1,Normal
3,♕-d1,"[12, 28, 56, 28, 35, 28, 46]",46,False,"['♝-c8', '♜-a8', '♟-d7', '♞-g8']","[34, 36, 38, 40, 42, 48, 68]",z2ncoii6,1471.0,♕-d1,Normal
2,♗-c1,"[20, 27]",27,False,[],"[50, 54]",z2ncoii6,1471.0,♕-d1,Normal
1,♘-b1,"[18, 35, 20, 37, 27, 42, 59, 53]",53,True,"['♟-e7', '♟-c7', '♛-d8', '♟-f7']","[6, 8, 20, 24, 26, 28, 30, 32]",z2ncoii6,1471.0,♕-d1,Normal
0,♖-a1,[5],5,True,[],[52],z2ncoii6,1471.0,♕-d1,Normal
63,♜-h8,"[59, 51, 43, 51]",51,True,[],"[49, 51, 53, 57]",vb3w3rmn,1909.0,False,Normal
62,♞-g8,"[47, 37, 52]",52,True,['♘-b1'],"[39, 41, 55]",vb3w3rmn,1909.0,False,Normal
61,♝-f8,"[43, 29]",29,True,['♗-c1'],"[35, 37]",vb3w3rmn,1909.0,False,Normal
60,♚-e8,"[58, 51, 44, 37, 38, 29, 21, 14, 7, 6, 13, 20, 27, 34]",34,False,"['♖-a1', '♙-g2', '♖-h1', '♙-c2']","[27, 59, 63, 65, 73, 77, 83, 87, 93, 99, 101, 103, 105, 113]",vb3w3rmn,1909.0,False,Normal
59,♛-d8,"[35, 59, 31, 22]",22,True,"['♙-e2', '♕-d1']","[5, 7, 21, 23]",vb3w3rmn,1909.0,False,Normal
58,♝-c8,"[37, 51, 42, 21]",21,True,['♘-g1'],"[9, 13, 17, 19]",vb3w3rmn,1909.0,False,Normal
57,♞-b8,"[42, 36, 26]",26,True,['♗-f1'],"[25, 29, 31]",vb3w3rmn,1909.0,False,Normal
56,♜-a8,"[59, 27, 26, 28, 52, 28, 29, 45, 46, 6, 1, 25, 57]",57,True,"['♙-d2', '♙-h2', '♙-a2']","[43, 45, 61, 67, 69, 71, 75, 85, 107, 109, 111, 115]",vb3w3rmn,1909.0,False,Normal
55,♟-h7,[],55,True,[],[],vb3w3rmn,1909.0,False,Normal
54,♟-g7,"[46, 38, 30, 22, 14, 6]",6,True,[],"[47, 79, 81, 91, 95, 97]",vb3w3rmn,1909.0,False,Normal
53,♟-f7,[44],44,True,['♙-f2'],[33],vb3w3rmn,1909.0,False,Normal
52,♟-e7,[44],44,True,[],[15],vb3w3rmn,1909.0,False,Normal
51,♟-d7,[35],35,True,[],[3],vb3w3rmn,1909.0,False,Normal
50,♟-c7,[34],34,True,[],[1],vb3w3rmn,1909.0,False,Normal
49,♟-b7,[],49,True,[],[],vb3w3rmn,1909.0,False,Normal
48,♟-a7,"[40, 33]",33,True,['♙-b2'],"[11, 89]",vb3w3rmn,1909.0,False,Normal
15,♙-h2,"[22, 29]",29,True,"['♛-d8', '♝-f8']","[24, 38]",vb3w3rmn,1909.0,False,Normal
14,♙-g2,"[30, 38]",38,True,[],"[12, 40]",vb3w3rmn,1909.0,False,Normal
13,♙-f2,"[29, 37, 44]",44,True,['♟-e7'],"[2, 28, 30]",vb3w3rmn,1909.0,False,Normal
12,♙-e2,"[28, 35]",35,True,['♟-d7'],"[0, 4]",vb3w3rmn,1909.0,False,Normal
11,♙-d2,"[19, 26]",26,True,['♞-b8'],"[10, 32]",vb3w3rmn,1909.0,False,Normal
10,♙-c2,"[26, 34]",34,True,[],"[100, 102]",vb3w3rmn,1909.0,False,Normal
9,♙-b2,"[17, 25, 33]",33,True,[],"[60, 80, 88]",vb3w3rmn,1909.0,False,Normal
8,♙-a2,"[24, 33, 41, 49, 57]",57,True,['♟-a7'],"[14, 90, 104, 106, 114]",vb3w3rmn,1909.0,False,Normal
7,♖-h1,"[5, 7, 5, 7, 55, 49, 50, 34, 26, 34, 37, 35, 3, 6]",6,True,"['♟-h7', '♟-b7', '♟-c7', '♟-g7']","[44, 66, 68, 70, 72, 74, 76, 78, 82, 84, 86, 94, 96, 98]",vb3w3rmn,1909.0,False,Normal
6,♘-g1,[21],21,True,[],[18],vb3w3rmn,1909.0,False,Normal
5,♗-f1,[26],26,True,[],[8],vb3w3rmn,1909.0,False,Normal
4,♔-e1,"[2, 11, 2, 9, 18, 25, 33, 42, 50, 57]",57,False,['♜-a8'],"[26, 48, 50, 62, 64, 92, 108, 110, 112, 116]",vb3w3rmn,1909.0,False,Normal
3,♕-d1,"[21, 22]",22,True,['♝-c8'],"[20, 22]",vb3w3rmn,1909.0,False,Normal
2,♗-c1,"[11, 29]",29,True,[],"[16, 36]",vb3w3rmn,1909.0,False,Normal
1,♘-b1,"[18, 35, 52]",52,True,[],"[6, 52, 54]",vb3w3rmn,1909.0,False,Normal
0,♖-a1,"[3, 4, 44, 36, 52, 51]",51,True,"['♟-f7', '♞-g8', '♜-h8']","[34, 42, 46, 56, 58]",vb3w3rmn,1909.0,False,Normal
63,♜-h8,[],63,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
62,♞-g8,"[45, 28]",28,False,['♙-d2'],"[5, 9]",q7s1nprp,1758.5,♝-f8,Normal
61,♝-f8,"[34, 13]",13,False,[],"[13, 15]",q7s1nprp,1758.5,♝-f8,Normal
60,♚-e8,[],60,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
59,♛-d8,[31],31,False,[],[11],q7s1nprp,1758.5,♝-f8,Normal
58,♝-c8,[],58,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
57,♞-b8,[],57,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
56,♜-a8,[],56,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
55,♟-h7,[],55,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
54,♟-g7,[],54,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
53,♟-f7,[],53,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
52,♟-e7,"[36, 28]",28,True,[],"[1, 3]",q7s1nprp,1758.5,♝-f8,Normal
51,♟-d7,[35],35,False,[],[7],q7s1nprp,1758.5,♝-f8,Normal
50,♟-c7,[],50,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
49,♟-b7,[],49,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
48,♟-a7,[],48,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
15,♙-h2,[],15,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
14,♙-g2,[22],22,False,[],[12],q7s1nprp,1758.5,♝-f8,Normal
13,♙-f2,[21],21,False,[],[14],q7s1nprp,1758.5,♝-f8,Normal
12,♙-e2,[],12,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
11,♙-d2,"[19, 28]",28,True,['♟-e7'],"[4, 8]",q7s1nprp,1758.5,♝-f8,Normal
10,♙-c2,[],10,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
9,♙-b2,[17],17,False,[],[0],q7s1nprp,1758.5,♝-f8,Normal
8,♙-a2,[],8,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
7,♖-h1,[],7,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
6,♘-g1,"[23, 29]",29,False,[],"[6, 10]",q7s1nprp,1758.5,♝-f8,Normal
5,♗-f1,[],5,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
4,♔-e1,[],4,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
3,♕-d1,[],3,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
2,♗-c1,[9],9,False,[],[2],q7s1nprp,1758.5,♝-f8,Normal
1,♘-b1,[],1,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
0,♖-a1,[],0,False,[],[],q7s1nprp,1758.5,♝-f8,Normal
63,♜-h8,"[61, 58, 42, 18]",18,False,[],"[47, 51, 73]",iclkx584,1817.5,False,Normal
62,♞-g8,"[52, 37]",37,True,[],"[7, 11]",iclkx584,1817.5,False,Normal
61,♝-f8,"[52, 45, 36]",36,True,"['♙-e2', '♘-g1']","[21, 55, 59]",iclkx584,1817.5,False,Normal
60,♚-e8,"[62, 54]",54,False,[],"[23, 61]",iclkx584,1817.5,False,Normal
59,♛-d8,"[41, 42, 18]",18,True,['♗-c1'],"[17, 31, 41]",iclkx584,1817.5,False,Normal
58,♝-c8,"[51, 42, 33, 26, 19]",19,True,"['♗-f1', '♘-b1']","[15, 19, 27, 29, 39]",iclkx584,1817.5,False,Normal
57,♞-b8,[42],42,True,[],[13],iclkx584,1817.5,False,Normal
56,♜-a8,"[58, 18, 19, 27, 30, 28]",28,True,"['♕-d1', '♙-c2']","[25, 43, 63, 65, 67, 69]",iclkx584,1817.5,False,Normal
55,♟-h7,[39],39,False,[],[49],iclkx584,1817.5,False,Normal
54,♟-g7,[46],46,False,[],[57],iclkx584,1817.5,False,Normal
53,♟-f7,[45],45,True,[],[53],iclkx584,1817.5,False,Normal
52,♟-e7,"[44, 37]",37,False,['♙-g2'],"[1, 45]",iclkx584,1817.5,False,Normal
51,♟-d7,"[35, 28]",28,False,['♖-h1'],"[3, 71]",iclkx584,1817.5,False,Normal
50,♟-c7,"[34, 27]",27,True,['♙-d2'],"[5, 9]",iclkx584,1817.5,False,Normal
49,♟-b7,[41],41,False,[],[33],iclkx584,1817.5,False,Normal
48,♟-a7,"[32, 24]",24,False,[],"[35, 37]",iclkx584,1817.5,False,Normal
15,♙-h2,[31],31,False,[],[50],iclkx584,1817.5,False,Normal
14,♙-g2,"[30, 37]",37,True,['♞-g8'],"[38, 44]",iclkx584,1817.5,False,Normal
13,♙-f2,"[29, 36, 44, 52, 60]",60,False,['♝-f8'],"[8, 60, 64, 66, 72]",iclkx584,1817.5,False,Normal
12,♙-e2,"[28, 36, 45]",45,True,['♟-f7'],"[0, 4, 54]",iclkx584,1817.5,False,Normal
11,♙-d2,[27],27,True,[],[2],iclkx584,1817.5,False,Normal
10,♙-c2,"[18, 27]",27,True,['♟-c7'],"[6, 10]",iclkx584,1817.5,False,Normal
9,♙-b2,[25],25,False,[],[24],iclkx584,1817.5,False,Normal
8,♙-a2,[16],16,False,[],[22],iclkx584,1817.5,False,Normal
7,♖-h1,"[5, 13, 12, 28]",28,True,['♜-a8'],"[28, 62, 70]",iclkx584,1817.5,False,Normal
6,♘-g1,"[21, 38, 21, 36]",36,True,[],"[12, 52, 56, 58]",iclkx584,1817.5,False,Normal
5,♗-f1,"[33, 42]",42,True,['♞-b8'],"[14, 18]",iclkx584,1817.5,False,Normal
4,♔-e1,"[6, 14, 13]",13,False,[],"[16, 46, 68]",iclkx584,1817.5,False,Normal
3,♕-d1,"[19, 18]",18,True,"['♝-c8', '♛-d8']","[40, 42]",iclkx584,1817.5,False,Normal
2,♗-c1,"[9, 18]",18,True,[],"[26, 36]",iclkx584,1817.5,False,Normal
1,♘-b1,"[18, 24, 34, 19]",19,True,[],"[20, 30, 32, 34]",iclkx584,1817.5,False,Normal
